OBJECTID,ID,LENGTH,DIR,LINKNUM,ANODE,BNODE,LINKNAME,RIVERNAME,AMILE,BMILE,LENGTH1,LENGTH_SRC,SHAPE_SRC,LINKTYPE,CTRL_DEPTH,WATERWAY,GEO_CLASS,FUNC_CLASS,WTWY_TYPE,CHART_ID,NUM_PAIRS,WHO_MOD,DATE_MOD,HEADING,STATE,FIPS,FIPS2,NON_US,SE_ANNO_CAD_DATA,KEY_ID,WTWY_UNIQ,MIN_MEAS,MAX_MEAS,SHAPE_Length
2925,360630,16.324873,0,288700,5790,5800,"ATL. DEEP WTR. SPINE ACCESS, ME",ATLANTIC DEEP WATER ACCESS,6,0,16.31999969,V,JR,CORPS,99,9101,O,D,5,13286,2,V A,01201997,E,XX,99,00,AT,,288700_9101-R2-1088,9101-R2-1088,0,15.33818491,0.32405971266217
2926,339181,0.341595,0,2412800,241370,241350,"STONY BROOK HBR, NY",STONY BROOK HARBOR,0,0,0.34,V,DD,VANDERBILT,-1,7246,I,S,1,12364,2,V,11251996,N,NY,36,00, ,,2412800_7246-R2-1,7246-R2-1,0,0.32316716,0.0055312861362265
2927,274312,3.233964,0,486300,31630,31610,"LOCKWOODS FOLLY RIVER, NC",LOCKWOODS FOLLY RIVER,20,2,3.23000002,V,JR,CORPS,6,848,I,S,6,0,2, , ,S,NC,37,00, ,,486300_848-R2-1000,848-R2-1000,0,6.60670162,0.109168072626975
2928,275207,5.68895,0,485866,258590,31580,"WILMINGTON HBR, NC",ATLANTIC DEEP WATER ACCESS,0,0,5.69000006,V,JR,CORPS,40,847,O,D,8,11537,5,V,02061995,N,NC,37,00, ,,485866_847-R2-1,847-R2-1,0,5.58927202,0.088735779088406
2929,262802,13.104725,0,620400,67560,67630,LAKE ERIE SPINE AMERICAN ACCESS,LAKE ERIE,17,0,13.10000038,V,JR,CORPS,60,3291,G,D,5,14820,3, , ,W,MI,26,00, ,,620400_3291-R4-1007,3291-R4-1007,0,12.55492243,0.236468944764424
2930,366455,0.465396,0,251900,33810,33740,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2094,2092,0.46000001,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,251900_9100-R2-1002,9100-R2-1002,568.2574,568.7021,0.00870036873056985
2931,361247,2.077955,0,364100,9390,9420,"ATLANTIC DEEP WATER SPINE, ME",ATLANTIC DEEP WATER SPINE,2004,2002,2.07999992,V,JR,CORPS,99,9100,O,D,5,13288,2,V A,01201997,W,XX,99,00,AT,,364100_9100-R2-1002,9100-R2-1002,510.7146,512.6769,0.0405938622767195
2932,153503,154.595856,0,323400,7220,7230,GULF DEEP WATER SPINE,GULF DEEP WATER SPINE,51,0,154.6000061,V,JR,CORPS,99,9150,O,D,5,11434,6,V A,01201997,S,XX,99,00,GM,,323400_9150-R2-1000,9150-R2-1000,0,154.0493,2.27965185376434
2933,308389,0.730103,0,2512100,251210,251200,"DUNDALK MARINE TERMINAL, MD",PATAPSCO RIVER ACCESS,0,0,0.73000002,V,VR,VANDERBILT,-1,7395,I,B,1,12281,2,R, ,S,MD,24,00, ,,2512100_7395-R2-1,7395-R2-1,0,0.72755941,0.0107899573475587
2934,277587,2.695418,0,524000,30440,35250,"OFFSHORE, BOGUE INLET, NC",ATLANTIC DEEP WATER SPUR,0,0,2.70000005,V,JR,CORPS,100,1813,O,U,5,11543,2, , ,S,NC,37,00, ,,524000_1813-R2-1000,1813-R2-1000,0,2.68481272,0.0397842809538374
2935,375831,29.340914,0,217100,37350,37340,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,29.34000015,V,JR,CORPS,99,9101,O,U,5,13325,2,V A,01201997,S,XX,99,00,AT,,217100_9101-R2-1202,9101-R2-1202,0,28.82776313,0.481295515837256
2936,324447,11.635028,0,517200,34760,38000,"DEL. BAY-CHESAPEAKE BAY WTWY, VA",VIRGINIA INTRACOASTAL WATERWAY,112,109,11.05000019,V,DD,CORPS,6,600,I,S,1,12200,8,V A,01201997,S,VA,51,00, ,,517200_600-R2-1003,600-R2-1003,0,11.45385123,0.188305796155041
2937,308366,0.623569,0,440253,251160,251070,"BALTIMORE HARBOR AND CHANNELS, MD",PATAPSCO RIVER,0,0,0.62,V,JR,CORPS,50,700,I,B,1,12281,2,V,02081995,S,MD,24,00, ,,440253_700-R2-1,700-R2-1,12.0379,12.6467,0.0101656718656226
2938,310164,0.640343,0,432600,35150,17830,"CHNL CONN PLAIN DEALING C/OAK C, MD",CHOPTANK RIVER ACCESS,2,0,0.63999999,V,DD,CORPS,7,706,I,S,8,0,5,H,08051996,W,MD,24,00, ,,432600_706-R2-1,706-R2-1,0,0.61096931,0.011363648606874
2939,375273,3.892143,0,217500,37310,8190,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2215,2213,3.8900001,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,W,XX,99,00,AT,,217500_9100-R2-1002,9100-R2-1002,667.8511,671.5163,0.0778929248108678
2940,288166,16.953873,0,467300,19690,19670,"YORK RIVER, VA",PAMUNKEY RIVER,39,36,16.95000076,V,DD,CORPS,35,648,I,B,6, ,41,V,12221997,E,VA,51,00, ,,467300_648-R2-1,648-R2-1,0,16.48763158,0.272598297867521
2941,357016,10.343815,0,374233,10420,10410,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,0,0,10.34000015,V,JR,CORPS,99,9101,O,D,5,13267,3,V A,01201997,E,XX,99,00,AT,,374233_9101-R2-1060,9101-R2-1060,0,2.84844183,0.0586665738820919
2942,291997,3.731732,0,468400,19780,38230,"CHNL. FROM PHOEBUS, VA",PHOEBUS CHANNEL,0,0,3.73000002,V,DD,CORPS,15,5737,I,S,8,12220,9,H,08051996,S,VA,51,00, ,,468400_5737-R2-1,5737-R2-1,0,3.68339065,0.0572110960614137
2943,275415,14.088815,0,485200,31540,31560,"CAPE FEAR R ABOVE WILMINGTON, NC",CAPE FEAR RIVER,15,0,14.09000015,V,DD,CORPS,25,843,I,B,6,0,78,H,08061996,S,NC,37,00, ,,485200_843-R2-1,843-R2-1,0,13.29537107,0.218650238180863
2944,178194,2.015138,0,499400,32920,32940,"ATL IW B/W NORFOLK,VA & STJR,FLA",ATLANTIC INTRACOASTAL WATERWAY,607,608,2.01999998,V,JR,CORPS,12,5690,I,B,2,11511,6,R, ,W,GA,13,00, ,,499400_5690-R2-1,5690-R2-1,1.92216825,3.83482678,0.0311541982022809
2945,367969,14.686917,0,239800,36060,35670,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,14.68999958,V,JR,CORPS,12,9101,O,U,5,13312,2,V A,01201997,S,XX,99,00,AT,,239800_9101-R2-1161,9101-R2-1161,0,14.68671011,0.212754379782238
2946,333099,3.841582,0,2426600,242650,14090,"SANDY HOOK BAY, NJ",SANDY HOOK BAY,0,0,3.83999991,V,VR,VANDERBILT,-1,7126,I,B,1,12327,2,R, ,N,NJ,34,00, ,,2426600_7126-R2-1000,7126-R2-1000,2.4745,6.2905205,0.0578803529810877
2947,324196,25.155344,0,523000,30170,35200,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,0,41,25.15999985,V,JR,CORPS,99,9101,O,D,5,12200,2,V A,01201997,E,XX,99,00,AT,,523000_9101-R2-1015,9101-R2-1015,0,23.77185643,0.447459336847743
2948,373353,24.524027,0,351900,8200,8190,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,24.52000046,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,S,XX,99,00,AT,,351900_9101-R2-1199,9101-R2-1199,0,24.02529359,0.409192685119065
2949,291093,2.717545,0,472120,303060,303050,"NORFOLK HARBOR, VA","ELIZABETH RIVER, SOUTHERN BRANCH",15.1,17.8,2.72000003,V,DD,CORPS,55,5735,I,B,1,Y,8,V,02271996,S,VA,51,00, ,,472120_5735-R2-1,5735-R2-1,4.61146167,7.32025949,0.0456102903617557
2950,293790,10.726533,0,463300,19260,19270,"MILFORD HAVEN, VA",CHESAPEAKE BAY,5,0,10.72999954,V,JR,CORPS,5,643,I,S,1,12225,4,R,12121997,E,VA,51,00, ,,463300_643-R2-1,643-R2-1,0,10.14501422,0.19414854635533
2951,158814,51.598206,0,346800,5540,7240,GULF SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,97,41,51.59999847,V,JR,CORPS,99,9152,O,D,5,11420,2,V A,01201997,S,FL,12,00, ,,346800_9152-R2-1000,9152-R2-1000,41.7427,93.2709,0.753896297399299
2952,182841,15.954226,0,526700,35380,35390,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,692,674,15.94999981,V,JR,CORPS,99,9100,O,D,5,11009,2,V A,01201997,S,XX,99,00,AT,,526700_9100-R2-1000,9100-R2-1000,97.6545,113.4276,0.241966342615023
2953,334899,8.760869,0,1001900,14010,13960,"ATL OFF ROCKAWAY BCH, LI, NY",ATLANTIC DEEP WATER ACCESS,0,0,8.76000023,V,JR,ORNL,-1,0,O,U,5, ,2,V A,01201997,E,XX,99,00,AT,,1001900_0-R2-1009,0-R2-1009,0,8.4225,0.153631027949762
2954,325591,10.17742,0,430800,15970,15960,"ST. JONES RIVER, DE",ST. JONES RIVER,9,0,10.18000031,V,JR,CORPS,-1,242,I,S,6,0,2, , ,E,DE,10,00, ,,430800_242-R2-1,242-R2-1,0,9.78312606,0.180199807984606
2955,289255,8.78821,0,473159,90050,510141,"AIW- GREAT DISMAL SWAMP, NC",GREAT DISMAL SWAMP CANAL,0,33.3,8.78999996,V, ,CORPS,6,5672,I,S,2, ,18,V,01061997,N,NC,37,00, ,,473159_5672-R2-1,5672-R2-1,23.27469308,32.0018,0.141013082424451
2956,344290,21.763887,0,387000,11770,11760,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,21.76000023,V,JR,CORPS,99,9101,O,D,5,12300,2,V A,01201997,S,XX,99,00,AT,,387000_9101-R2-1042,9101-R2-1042,0,21.73986213,0.317613285697264
2957,284980,4.233103,0,474800,20460,20450,"PEMBROKE CREEK, NC",PEMBROKE CREEK,2,0,4.23000002,V,DD,CORPS,12,811,I,S,6,12205,33,H,08051996,S,NC,37,00, ,,474800_811-R2-1,811-R2-1,0,4.18472461,0.0703681388930306
2958,366511,6.715797,0,249500,35850,36040,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,6.71999979,V,JR,CORPS,99,9101,O,U,5,13302,2,V A,01201997,S,XX,99,00,AT,,249500_9101-R2-1119,9101-R2-1119,0,6.69642084,0.0994121503696086
2959,303483,0.816353,0,446200,17640,17620,"TILGHMAN ISLAND HARBOR, MD",TILGHMAN ISLAND HARBOR,2,0,0.81,V,JR,CORPS,6,710,I,S,1,12263,3,R, ,E,MD,24,00, ,,446200_710-R2-1000,710-R2-1000,0,0.77587485,0.0146051886980669
2960,182108,0.862352,0,2611900,32510,260930,"PT ROYAL SOUND, SC",PORT ROYAL SOUND,0,0,0.86000001,V,VR,VANDERBILT,-1,7354,I,B,6,11516,2,R, ,S,SC,45,00, ,,2611900_7354-R2-1,7354-R2-1,0,0.8621,0.0125324948615535
2961,171293,12.707184,0,497105,301000,510191,"AUGUSTA, GA",SAVANNAH RIVER,197,187.3,12.71000004,V, ,CORPS,9,877,I,S,6, ,22,V,01061997,S,GA,13,45, ,,497105_877-R2-1,877-R2-1,167.16110396,179.58341652,0.20232058126878
2962,281709,4.428788,0,482840,257320,257300,"WATERWAY TO PAMLICO SOUND, NC",CORE SOUND,22.1,18.7,4.42999983,V,JR,CORPS,7,837,I,S,1,11544,4,V,02061995,E,NC,37,00, ,,482840_837-R2-1000,837-R2-1000,18.8729,23.174,0.0718268610497531
2963,366673,22.289711,0,250700,35450,35580,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,22.29000092,V,JR,CORPS,99,9101,O,D,5,13302,4,V A,01201997,S,XX,99,00,AT,,250700_9101-R2-1148,9101-R2-1148,0,21.99783677,0.353501964695193
2964,300147,1.284486,0,513100,34340,34320,"WILLIAMS CREEK, VA",WILLIAMS CREEK,2,0,1.27999997,V,DD,CORPS,12,723,I,S,6,0,4,H,08051996,S,VA,51,00, ,,513100_723-R2-1,723-R2-1,0,1.30423964,0.0199437281105974
2965,328802,10.115858,0,426300,15620,15560,NEW JERSEY IW (EXCLUDING CAPE MAY),NEW JERSEY INTRACOASTAL WATERWAY,78,69,10.11999989,V,DD,CORPS,7,5072,I,S,2, ,24,V,03081995,N,NJ,34,00, ,,426300_5072-R2-1,5072-R2-1,68.7126455,79.01422091,0.174724615746432
2966,262814,2.741251,0,644400,64310,64320,LAKE ERIE UPPER NIAGARA RIVER,LAKE ERIE,0,0,2.74000001,V,JR,CORPS,30,3201,G,D,5,14820,2, , ,S,OH,39,00, ,,644400_3201-R4-1007,3201-R4-1007,0,2.70157916,0.0433023990621641
2967,375844,29.492373,0,216500,37410,37400,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,29.48999977,V,JR,CORPS,99,9101,O,U,5,13325,2,V A,01201997,S,XX,99,00,AT,,216500_9101-R2-1204,9101-R2-1204,0,28.64457194,0.516719728921597
2968,291230,1.135089,0,472141,303190,303040,"NORFOLK HARBOR, VA",ELIZABETH RIVER,11.1,12.2,1.13999999,V,DD,CORPS,55,5735,I,B,8,12207,2,V,01221997,N,VA,51,00, ,,472141_5735-R2-1,5735-R2-1,0.41248436,1.61427913,0.0201371600950983
2969,299260,1.763684,0,461900,19160,19150,"FARNHAM CREEK, VA",FARNHAM CREEK,2,0,1.75999999,V,JR,CORPS,3,629,I,S,6,12220,2, , ,S,VA,51,00, ,,461900_629-R2-1,629-R2-1,0,1.55277064,0.0243901753059802
2970,154615,1.772078,0,317666,271610,5430,GULF SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,280.8,279,1.76999998,V,JR,CORPS,99,9152,O,D,5,11400,2,V A,01201997,S,FL,12,00, ,,317666_9152-R2-1000,9152-R2-1000,286.1401,287.8941,0.0267312944609843
2971,187344,45.595421,0,525300,35320,35340,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,799,745,45.59999847,V,JR,CORPS,99,9100,O,D,5,11009,2,V A,01201997,W,XX,99,00,AT,,525300_9100-R2-1000,9100-R2-1000,150.0196,194.4203,0.729116693037817
2972,324253,174.574417,0,1002900,35200,35100,"ATLANTIC; C HATTERAS TO DELAWARE",ATLANTIC DEEP WATER SPINE,0,0,174.57000732,V,JR,ORNL,-1,0,O,D,5,0,2,V A,01201997,N,XX,99,00,AT,,1002900_0-R2-1006,0-R2-1006,0,174.2888815,2.55227800093652
2973,290983,0.939445,0,469300,19930,19920,"JAMES R.BELOW RICHMOND, VA",JAMES RIVER,2,0,0.93000001,V,JR,CORPS,35,5562,I,B,6,12220,2,V,05051995,N,VA,51,00, ,,469300_5562-R2-1,5562-R2-1,0,0.9029,0.0160049510243318
2974,289721,9.233284,0,473300,20330,20310,"AIW-GREAT DISMAL SWAMP, NC",PASQUOTANK RIVER,43,33,9.22999954,V,DN,CORPS,12,5672,I,S,2,12207,13,V2,06301994,W,NC,37,00, ,,473300_5672-R2-1,5672-R2-1,42.42314928,51.5511,0.157840467523166
2975,334893,4.832544,0,2431200,14010,13970,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,0,0,4.82999992,V,VR,VANDERBILT,-1,9101,O,D,5,12326,2,V A,01201997,E,XX,99,00,AT,,2431200_9101-R2-1035,9101-R2-1035,0,4.6125,0.087003643026471
2976,281205,4.07399,0,207075,256790,20700,"PAMLICO AND TAR RIVERS, NC",PAMLICO RIVER,0,0,4.07000017,V,JR,CORPS,12,825,I,S,8,11554,2,V,01301995,E,NC,37,00, ,,207075_825-R2-1,825-R2-1,20.6086,24.4863,0.0707888027294041
2977,365817,24.801384,0,359500,8970,8960,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,24.79999924,V,JR,CORPS,99,9101,O,D,5,13302,3,V A,01201997,S,XX,99,00,AT,,359500_9101-R2-1129,9101-R2-1129,0,24.795971,0.359850529408258
2978,333087,1.453594,0,2426500,242640,242620,"SANDY HOOK BAY, NJ",SANDY HOOK BAY,0,0,1.45000005,V,VR,VANDERBILT,-1,7126,I,B,1,12327,2,R, ,N,NJ,34,00, ,,2426500_7126-R2-1,7126-R2-1,1.2085,2.64804421,0.0222711117767355
2979,178268,8.020489,0,2645100,264370,264220,OSSABAW SOUND SOUTH CHAN,OSSABAW SOUND SOUTH CHANNEL,0,0,8.02000046,V,VR,VANDERBILT,-1,7362,I,B,1,11511,5,R, ,W,GA,13,00, ,,2645100_7362-R2-1,7362-R2-1,0,7.42853685,0.127191800943914
2980,338094,6.032108,0,400800,13140,13090,"HUNTINGTON BAY, NY",HUNTINGTON BAY,3,0,6.03000021,V,JR,CORPS,17,518,I,B,1,12364,2,R, ,N,NY,36,00, ,,400800_518-R2-1,518-R2-1,0,5.98312767,0.0889205521187689
2981,333278,0.143662,0,2423900,242940,14070,"NORTON POINT, CONEY ISLAND, NY",GRAVESEND BAY,0,0,0.14,V,DD,VANDERBILT,-1,7101,I,B,1,12327,3,V,11251996,N,NY,36,00, ,,2423900_7101-R2-1002,7101-R2-1002,0,0.07024846,0.00126245675569471
2982,372423,18.470671,0,225100,36870,36860,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,18.46999931,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,S,XX,99,00,AT,,225100_9101-R2-1182,9101-R2-1182,0,18.41084781,0.274386434152505
2983,308281,8.939272,0,2507300,250660,250690,"CRAIGHILL CHANNEL UPPER, MD",CHESAPEAKE BAY,0,0,8.93999958,V,VR,VANDERBILT,-1,7311,I,B,8,12278,9, , ,S,MD,24,00, ,,2507300_7311-R2-1,7311-R2-1,0,8.84710549,0.136592630145645
2984,164772,8.630686,0,324533,6440,273130,FLA-ATL DEEP WATER SPINE ACC,ATLANTIC DEEP WATER ACCESS,41,34.5,8.63000011,V,JR,CORPS,99,9155,O,D,5,11009,2,V A,01201997,E,XX,99,00,AT,,324533_9155-R2-1004,9155-R2-1004,44.0138,52.33317745,0.141540689771053
2985,166885,90.7799,0,501020,303080,33080,"OCMULGEE RIVER, GA",OCMULGEE RIVER,91,0,90.77999878,V,DD,CORPS,3,881,I,S,6,0,332,V,11261996,E,GA,13,00, ,,501020_881-R2-1,881-R2-1,0,87.577,1.42627274299703
2986,341874,2.844905,0,404150,240540,240490,"CUTCHOGUE HBR, NY",LITTLE PECONIC BAY,2,0.8,2.83999991,V,JR,CORPS,-1,529,I,S,1,12354,2,R, ,N,NY,36,00, ,,404150_529-R2-1000,529-R2-1000,1.9309,4.72170727,0.0458682507626316
2987,349080,63.464851,0,292200,11270,11330,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1702,1684,63.45999908,V,JR,CORPS,99,9100,O,D,5,13200,2,V A,01201997,S,XX,99,00,AT,,292200_9100-R2-1002,9100-R2-1002,242.2543,304.9393,0.98783342432468
2988,349055,7.968316,0,381500,11210,11240,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1713,1709,7.96999979,V,JR,CORPS,99,9100,O,D,5,13200,2,V A,01201997,S,XX,99,00,AT,,381500_9100-R2-1002,9100-R2-1002,317.6943,325.57,0.123905549031694
2989,186781,27.202713,0,323700,7260,7250,FLA-ATL DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,246,216,27.20000076,V,JR,CORPS,99,9154,O,D,5,11009,2,V A,01201997,S,XX,99,00,AT,,323700_9154-R2-1000,9154-R2-1000,178.7015,205.6009,0.412792023571306
2990,176444,1.996732,0,502700,33240,33180,BRUNSWICK HARBOR,TURTLE RIVER,10,8,2,V,JR,CORPS,32,780,I,B,1,11506,2,V A,01201997,E,GA,13,00, ,,502700_780-R2-1,780-R2-1,3.26265973,5.16908922,0.0326134659820383
2991,360655,7.276487,0,288100,5730,5740,"AT. DEEP WTR. SPINE ACCESS, ME",ATLANTIC DEEP WATER ACCESS,6,0,7.28000021,V,JR,CORPS,99,9101,O,D,5,13286,2,V A,01201997,E,XX,99,00,AT,,288100_9101-R2-1092,9101-R2-1092,0,6.89801253,0.140040965647139
2992,301734,2.382787,0,457000,18540,18530,"COCKRELLS CREEK, VA",COCKRELLS CREEK,3,0,2.38000011,V,DD,CORPS,14,616,I,S,6,0,7,H,08051996,S,VA,51,00, ,,457000_616-R2-1,616-R2-1,0,2.3460494,0.0371219893919997
2993,308330,2.912776,0,440286,250660,250650,"BALTIMORE HARBOR AND CHANNELS, MD",CHESAPEAKE BAY,0,0,2.91000009,V,JR,CORPS,50,700,I,B,1,12278,2,V,02081995,E,MD,24,00, ,,440286_700-R2-1,700-R2-1,3.8019,6.5648,0.0528242713268457
2994,301627,1.215434,0,2513100,251300,251280,"FERRY BAR CHANNEL, MD",PATAPSCO RIVER,0,0,1.22000003,V,VR,VANDERBILT,-1,7325,I,B,8,12281,3, , ,E,MD,24,00, ,,2513100_7325-R2-1,7325-R2-1,0.319,1.49099078,0.0225386833953027
2995,288390,0.89149,0,467000,19660,19650,"POROPOTANK CREEK, VA",POROPOTANK CREEK,27,0,0.88999999,V,DD,CORPS,5,652,I,S,6,12220,2,V,11251996,S,VA,51,00, ,,467000_652-R2-1,652-R2-1,0,0.87634037,0.0139960072277646
2996,351458,5.542257,0,505030,300710,300720,"CHAMPLAIN CANAL, NY",CHAMPLAIN CANAL,10.6,5.5,5.53999996,V,DD,CORPS,15,540,I,S,6, ,19,V,11031994,S,NY,36,00, ,,505030_540-R2-1,540-R2-1,50.38198844,55.96150126,0.0888724025333105
2997,360575,28.778507,0,368266,236140,9820,"ATL. DEEP WTR. SPINE ACCESS, ME",ATLANTIC DEEP WATER ACCESS,5.3,0,28.78000069,V,JR,CORPS,99,9101,O,D,5,13286,3,V A,01201997,E,XX,99,00,AT,,368266_9101-R2-1081,9101-R2-1081,0,27.0368,0.568984100688677
2998,341300,2.706274,0,2406500,240670,13480,"GREAT PECONIC BAY, NY",GREAT PECONIC BAY,0,0,2.71000004,V,VR,VANDERBILT,-1,7257,I,S,1,12354,2,R, ,S,NY,36,00, ,,2406500_7257-R2-1001,7257-R2-1001,0,2.69434831,0.0402902471830502
2999,329607,4.387373,0,425500,15480,15490,NEW JERSEY IW (EXCLUDING CAPE MAY),NEW JERSEY INTRACOASTAL WATERWAY,54,51,4.38999987,V,DD,CORPS,7,5072,I,S,2, ,6,V,03081995,N,NJ,34,00, ,,425500_5072-R2-1,5072-R2-1,48.1170088,52.5824,0.0724848365889989
3000,184167,5.350507,0,492600,32310,32290,"ABBAPOOLA CREEK, SC",KIAWAH RIVER,6,0,5.3499999,V,JR,CORPS,4,865,I,S,6,11522,12,R, ,E,SC,45,00, ,,492600_865-R2-1,865-R2-1,0,5.20262461,0.0908254057500457
3001,315182,20.560005,0,619133,61800,225400,LAKE ERIE SPINE AMERICAN ACCESS,LAKE ERIE,26,4,20.55999947,V,JR,CORPS,60,3291,G,D,5,14820,2, , ,S,OH,39,00, ,,619133_3291-R4-1005,3291-R4-1005,0,20.30390543,0.321827822816536
3002,366002,0.54092,0,252500,33460,33450,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2078,2076,0.54000002,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,252500_9100-R2-1002,9100-R2-1002,564.6643,565.1838,0.00989321485134251
3003,358456,1.330981,0,372600,10230,10260,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1822,1817,1.33000004,V,JR,CORPS,99,9100,O,D,5,13267,2,V A,01201997,S,XX,99,00,AT,,372600_9100-R2-1002,9100-R2-1002,425.4757,426.7764,0.0221287144595121
3004,292746,9.360294,0,467766,254700,19720,"BACK CRK, VA>CHESAPEAKE BAY,VA",CHESAPEAKE BAY,4.3,0,9.35999966,V,JR,CORPS,11,9116,I,S,1,12220,2,R, ,E,VA,51,00, ,,467766_9116-R2-1,9116-R2-1,0,8.8758,0.166746158569024
3005,283222,8.485651,0,481200,30150,30140,"CHANNEL TO RODANTHE, NC",PAMLICO SOUND,2,0,8.48999977,V,JR,CORPS,6,769,I,S,1,12204,3, , ,W,NC,37,00, ,,481200_769-R2-1000,769-R2-1000,0,8.12416629,0.145059508718021
3006,292845,3.512112,0,465800,19540,19530,"WORMLEY CREEK, VA",WORMLEY CREEK,6,0,3.50999999,V,DD,CORPS,17,1282,I,B,6,12220,14,H,08051996,N,VA,51,00, ,,465800_1282-R2-1,1282-R2-1,0,3.57181192,0.0570816725497119
3007,319996,8.701983,0,647800,64570,64590,LAKE ONTARIO CANADIAN ACCESS,LAKE ONTARIO,0,0,8.69999981,V,JR,CORPS,23,3199,G,D,5,14800,3,V A,01201997,N,XX,99,00,CD,,647800_3199-R4-1002,3199-R4-1002,0,8.62183877,0.134426927801301
3008,376060,12.019096,0,344100,37710,8070,ACCESS AROUND CAPOBELLO ISLAND,PASSAMAQUODDY BAY,6,0,11.55000019,V,DD,CORPS,43,9104,O,D,5, ,3,V,11251996,S,XX,99,00,AT,,344100_9104-R2-1000,9104-R2-1000,0,11.79307291,0.198382434852318
3009,295912,7.426543,0,518000,34770,34810,"DELAWARE BAY WATERWAY, VA",VIRGINIA INTRACOASTAL WATERWAY,93,88,7.42999983,V,DD,CORPS,6,600,I,S,1,12200,9,H,08051996,S,VA,51,00, ,,518000_600-R2-1002,600-R2-1002,9.0068,16.3181,0.115756220814068
3010,292692,3.285275,0,471308,418000,416000,"LYNNHAVEN INLET, VA",BROAD BAY,0,0,3.28999996,V,DD,CORPS,9,675,I,S,1,12207,7,V,01161998,W,VA,51,00, ,,471308_675-R2-1,675-R2-1,1.4828,4.78971539,0.0606636425716083
3011,162398,26.057926,0,348633,5640,273160,FLA-ATL SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,246,216.2,26.05999947,V,JR,CORPS,20,9156,O,D,5,11009,2,V A,01201997,S,FL,12,00, ,,348633_9156-R2-1000,9156-R2-1000,227.1918,253.2348,0.379334096177512
3012,372624,1.38061,0,223700,37010,36980,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2191,2189,1.38,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,W,XX,99,00,AT,,223700_9100-R2-1002,9100-R2-1002,644.0184,645.3271,0.0269180184570461
3013,334138,0.226471,0,4460000,472000,14500,"GOWANUS CREEK CHANNEL, NY",GOWANUS CREEK CHANNEL,0,0,0.22,V,DD,CWIS,30,360,I,B,8,12327,2,V,03041998,S,NY,36,00, ,,4460000_360-R2-1000,360-R2-1000,0,0.23778046,0.00389522815937443
3014,343281,6.321947,0,405200,13570,13490,"LAKE MONTAUK HBR, NY",LAKE MONTAUK,3,0,6.32000017,V,JR,CORPS,12,535,I,U,1,13209,6,R, ,N,NY,36,00, ,,405200_535-R2-1,535-R2-1,0,6.14689539,0.106114254685098
3015,357681,16.688375,0,373600,10360,10350,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,16.69000053,V,JR,CORPS,99,9101,O,D,5,13267,3,V A,01201997,E,XX,99,00,AT,,373600_9101-R2-1066,9101-R2-1066,0,15.69315648,0.325579341629949
